framework,file,model,prompt_id,exec_time,syntax_valid,syntax_error_msg,total_individuals,approx_triples,cls_tp,cls_fp,cls_fn,cls_precision,cls_recall,cls_f1,obj_tp,obj_fp,obj_fn,obj_precision,obj_recall,obj_f1,data_tp,data_fp,data_fn,data_precision,data_recall,data_f1,macro_precision,macro_recall,macro_f1,missing_concepts,missing_obj_props,missing_data_props,hallucinated_classes,duplicate_subjects,undefined_refs,onto_classes_found,extra_classes,used_obj_props,used_data_props
CrewAI,industry-agents_instances.ttl,claude,P5,33.28,True,,34,124,10,0,0,1.0,1.0,1.0,9,0,1,1.0,0.9,0.9474,7,0,0,1.0,1.0,1.0,1.0,0.9667,0.9825,,hasTeamGoal,,,,,Capability; Config; EndStep; Goal; KnowledgeBase; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,instagram_post_instances.ttl,claude,P5,46.63,True,,49,185,10,0,0,1.0,1.0,1.0,8,0,2,1.0,0.8,0.8889,7,0,0,1.0,1.0,1.0,1.0,0.9333,0.963,,hasAgentConfig; hasTeamGoal,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; interactsWith; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,job-posting_instances.ttl,claude,P5,45.54,True,,42,163,10,0,0,1.0,1.0,1.0,9,0,1,1.0,0.9,0.9474,7,0,0,1.0,1.0,1.0,1.0,0.9667,0.9825,,hasTeamGoal,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,landing_page_generator_instances.ttl,claude,P5,55.9,True,,76,265,10,0,0,1.0,1.0,1.0,10,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,Capability; Config; EndStep; Environment; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasTeamGoal; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; operatesIn; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; envType; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,markdown_validator_instances.ttl,claude,P5,22.87,True,,19,67,10,0,0,1.0,1.0,1.0,8,0,2,1.0,0.8,0.8889,7,0,0,1.0,1.0,1.0,1.0,0.9333,0.963,,hasTeamGoal; nextStep,,,,,Capability; Config; EndStep; Environment; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; envType; promptContext; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,marketing_strategy_instances.ttl,claude,P5,36.94,True,,42,154,10,0,0,1.0,1.0,1.0,9,0,1,1.0,0.9,0.9474,7,0,0,1.0,1.0,1.0,1.0,0.9667,0.9825,,hasTeamGoal,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,match_profile_to_positions_instances.ttl,claude,P5,29.79,True,,30,114,10,0,0,1.0,1.0,1.0,10,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasTeamGoal; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,meta_quest_knowledge_instances.ttl,claude,P5,17.88,True,,16,56,10,0,1,1.0,0.9091,0.9524,10,0,1,1.0,0.9091,0.9524,7,0,0,1.0,1.0,1.0,1.0,0.9394,0.9683,Tool,nextStep,,,,,Config; EndStep; Goal; KnowledgeBase; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; WorkflowPattern; WorkflowStep,,agentPrompt; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasKnowledge; hasSystemConfig; hasTeamGoal; hasWorkflowPattern; hasWorkflowStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,prep-for-a-meeting_instances.ttl,claude,P5,39.19,True,,40,164,10,0,0,1.0,1.0,1.0,9,0,1,1.0,0.9,0.9474,7,0,0,1.0,1.0,1.0,1.0,0.9667,0.9825,,hasTeamGoal,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; interactsWith; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,recruitment_instances.ttl,claude,P5,37.4,True,,43,168,10,0,0,1.0,1.0,1.0,10,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasTeamGoal; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,screenplay_writer_instances.ttl,claude,P5,33.84,True,,45,163,9,0,1,1.0,0.9,0.9474,9,0,1,1.0,0.9,0.9474,7,0,0,1.0,1.0,1.0,1.0,0.9333,0.9649,Tool,hasTeamGoal,,,,,Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; WorkflowPattern; WorkflowStep,,agentPrompt; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasSystemConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,starter_template_instances.ttl,claude,P5,23.95,True,,27,116,9,0,0,1.0,1.0,1.0,9,0,1,1.0,0.9,0.9474,7,0,0,1.0,1.0,1.0,1.0,0.9667,0.9825,,hasTeamGoal,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,stock_analysis_instances.ttl,claude,P5,41.59,True,,39,158,10,0,0,1.0,1.0,1.0,9,0,1,1.0,0.9,0.9474,7,0,0,1.0,1.0,1.0,1.0,0.9667,0.9825,,hasTeamGoal,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; interactsWith; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,surprise_trip_instances.ttl,claude,P5,31.45,True,,34,124,10,0,0,1.0,1.0,1.0,8,0,2,1.0,0.8,0.8889,7,0,0,1.0,1.0,1.0,1.0,0.9333,0.963,,hasAgentConfig; hasTeamGoal,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,trip_planner_instances.ttl,claude,P5,39.77,True,,42,162,10,0,0,1.0,1.0,1.0,10,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasTeamGoal; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,game-builder-crew_instances.ttl,gemini,P5,10.48,True,,30,118,9,0,1,1.0,0.9,0.9474,10,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,1.0,0.9667,0.9825,Tool,,,,,,Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; WorkflowPattern; WorkflowStep,,agentPrompt; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasSystemConfig; hasTeamGoal; hasWorkflowPattern; hasWorkflowStep; interactsWith; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,industry-agents_instances.ttl,gemini,P5,9.94,True,,31,118,10,0,0,1.0,1.0,1.0,9,0,1,1.0,0.9,0.9474,7,0,0,1.0,1.0,1.0,1.0,0.9667,0.9825,,hasTeamGoal,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,instagram_post_instances.ttl,gemini,P5,18.83,True,,57,225,10,0,0,1.0,1.0,1.0,9,0,1,1.0,0.9,0.9474,7,0,0,1.0,1.0,1.0,1.0,0.9667,0.9825,,hasTeamGoal,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasWorkflowPattern; hasWorkflowStep; interactsWith; nextStep; performedByAgent; producedResource; requiresResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,job-posting_instances.ttl,gemini,P5,16.19,True,,45,186,10,0,0,1.0,1.0,1.0,10,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasTeamGoal; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; interactsWith; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,landing_page_generator_instances.ttl,gemini,P5,181.6,True,,64,272,10,0,0,1.0,1.0,1.0,10,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasTeamGoal; hasWorkflowPattern; hasWorkflowStep; interactsWith; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,markdown_validator_instances.ttl,gemini,P5,36.2,True,,16,56,10,0,0,1.0,1.0,1.0,8,0,2,1.0,0.8,0.8889,7,0,0,1.0,1.0,1.0,1.0,0.9333,0.963,,hasTeamGoal; nextStep,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasWorkflowPattern; hasWorkflowStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,marketing_strategy_instances.ttl,gemini,P5,17.02,True,,44,168,10,0,0,1.0,1.0,1.0,10,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasTeamGoal; hasWorkflowPattern; hasWorkflowStep; interactsWith; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,match_profile_to_positions_instances.ttl,gemini,P5,12.58,True,,28,105,9,0,1,1.0,0.9,0.9474,9,0,1,1.0,0.9,0.9474,5,0,2,1.0,0.7143,0.8333,1.0,0.8381,0.9094,Config,hasAgentConfig,configKey; configValue,,,,Capability; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasTeamGoal; hasWorkflowPattern; hasWorkflowStep; interactsWith; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,meta_quest_knowledge_instances.ttl,gemini,P5,7.67,True,,16,51,10,0,1,1.0,0.9091,0.9524,8,0,3,1.0,0.7273,0.8421,7,0,0,1.0,1.0,1.0,1.0,0.8788,0.9315,KnowledgeBase,hasAgentConfig; hasKnowledge; hasTeamGoal,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,prep-for-a-meeting_instances.ttl,gemini,P5,15.63,True,,39,165,10,0,0,1.0,1.0,1.0,10,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasTeamGoal; hasWorkflowPattern; hasWorkflowStep; interactsWith; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,recruitment_instances.ttl,gemini,P5,14.88,True,,45,171,10,0,0,1.0,1.0,1.0,9,0,1,1.0,0.9,0.9474,7,0,0,1.0,1.0,1.0,1.0,0.9667,0.9825,,hasTeamGoal,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; interactsWith; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,screenplay_writer_instances.ttl,gemini,P5,16.62,True,,50,198,9,0,1,1.0,0.9,0.9474,9,0,1,1.0,0.9,0.9474,7,0,0,1.0,1.0,1.0,1.0,0.9333,0.9649,Tool,hasTeamGoal,,,,,Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; WorkflowPattern; WorkflowStep,,agentPrompt; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasWorkflowPattern; hasWorkflowStep; interactsWith; nextStep; performedByAgent; producedResource; requiresResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,starter_template_instances.ttl,gemini,P5,12.16,True,,28,104,9,0,0,1.0,1.0,1.0,9,0,1,1.0,0.9,0.9474,7,0,0,1.0,1.0,1.0,1.0,0.9667,0.9825,,hasTeamGoal,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,stock_analysis_instances.ttl,gemini,P5,18.82,True,,49,197,10,0,0,1.0,1.0,1.0,9,0,1,1.0,0.9,0.9474,7,0,0,1.0,1.0,1.0,1.0,0.9667,0.9825,,hasTeamGoal,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasWorkflowPattern; hasWorkflowStep; interactsWith; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,surprise_trip_instances.ttl,gemini,P5,17.56,True,,43,164,10,0,0,1.0,1.0,1.0,9,0,1,1.0,0.9,0.9474,7,0,0,1.0,1.0,1.0,1.0,0.9667,0.9825,,hasTeamGoal,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; interactsWith; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
CrewAI,trip_planner_instances.ttl,gemini,P5,14.32,True,,32,127,9,0,1,1.0,0.9,0.9474,8,0,2,1.0,0.8,0.8889,7,0,0,1.0,1.0,1.0,1.0,0.9,0.9454,Goal,hasAgentConfig; hasTeamGoal,,,,,Capability; Config; EndStep; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; interactsWith; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInstruction; promptOutputIndicator; stepOrder
LangGraph,chat-agent_instances.ttl,chatgpt,P0,72.21,True,,10,64,9,0,2,1.0,0.8182,0.9,9,0,0,1.0,1.0,1.0,8,0,0,1.0,1.0,1.0,1.0,0.9394,0.9667,EndStep; Goal,,,,,,Config; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; WorkflowPattern; WorkflowStep,,agentPrompt; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasSubPattern; hasSystemConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; producedResource; requiresResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
LangGraph,email-agent_instances.ttl,chatgpt,P0,71.65,True,,36,191,11,1,2,0.9167,0.8462,0.88,7,0,3,1.0,0.7,0.8235,7,0,0,1.0,1.0,1.0,0.9722,0.8487,0.9012,HumanAgent; Team,agentPrompt; hasWorkflowPattern; humanParticipatedIn,,Context,,,Capability; Config; EndStep; Goal; KnowledgeBase; LLMAgent; LanguageModel; Objective; Prompt; StartStep; Task; Tool; WorkflowPattern; WorkflowStep,Context,agentToolUsage; contributesToGoal; contributesToObjective; hasAgentCapability; hasAgentConfig; hasAssociatedTask; hasCapability; hasConfig; hasKnowledge; hasRelatedPattern; hasToolConfig; hasWorkflowStep; nextStep; performedByAgent; producedResource; requiresResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
LangGraph,open-code_instances.ttl,chatgpt,P0,73.85,True,,36,200,13,1,0,0.9286,1.0,0.963,8,0,2,1.0,0.8,0.8889,6,0,1,1.0,0.8571,0.9231,0.9762,0.8857,0.925,,humanParticipatedIn; nextStep,promptOutputIndicator,Context,,,Capability; Config; EndStep; Goal; HumanAgent; LLMAgent; LanguageModel; Memory; Objective; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,Context,agentPrompt; contributesToGoal; contributesToObjective; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasKnowledge; hasSystemConfig; hasTeamGoal; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; performedBy; performedByAgent; producedResource; requiresResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInstruction; stepOrder
LangGraph,pizza-orderer_instances.ttl,chatgpt,P0,77.54,True,,18,119,10,0,2,1.0,0.8333,0.9091,7,0,2,1.0,0.7778,0.875,8,0,0,1.0,1.0,1.0,1.0,0.8704,0.928,Goal; Team,agentPrompt; hasWorkflowPattern,,,,,Capability; Config; EndStep; LLMAgent; LanguageModel; Prompt; StartStep; Task; Tool; WorkflowPattern; WorkflowStep,,agentToolUsage; hasAgentCapability; hasAgentConfig; hasAssociatedTask; hasCapability; hasToolConfig; hasWorkflowStep; nextStep; performedByAgent; producedResource; requiresCapability; requiresResource; resourceUsage; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
LangGraph,stockbroker_instances.ttl,chatgpt,P0,68.54,True,,35,172,12,0,0,1.0,1.0,1.0,5,0,4,1.0,0.5556,0.7143,8,0,0,1.0,1.0,1.0,1.0,0.8519,0.9048,,agentPrompt; nextStep; performedByAgent; taskPrompt,,,,,Capability; Config; EndStep; Environment; Goal; HumanAgent; Instance; KnowledgeBase; LLMAgent; LanguageModel; Objective; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentToolUsage; contributesToGoal; contributesToObjective; hasAgentCapability; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasKnowledge; hasSystemConfig; hasTeamGoal; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; humanParticipatedIn; operatesIn; performedBy; producedResource; requiresResource; useLanguageModel,agentID; agentRole; configKey; configValue; envType; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
LangGraph,chat-agent_instances.ttl,chatgpt,P1,39.73,True,,11,62,7,0,4,1.0,0.6364,0.7778,8,0,1,1.0,0.8889,0.9412,8,0,0,1.0,1.0,1.0,1.0,0.8418,0.9063,EndStep; Goal; Team; WorkflowStep,nextStep,,,,,Capability; Config; LLMAgent; LanguageModel; Prompt; StartStep; Task; Tool; WorkflowPattern,,agentPrompt; hasAgentConfig; hasAssociatedTask; hasCapability; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; performedBy; performedByAgent; requiresResource; resourceUsage; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
LangGraph,email-agent_instances.ttl,chatgpt,P1,49.84,True,,25,117,11,0,2,1.0,0.8462,0.9167,9,0,1,1.0,0.9,0.9474,4,0,3,1.0,0.5714,0.7273,1.0,0.7725,0.8638,Config; Team,hasAgentConfig,configKey; configValue; promptOutputIndicator,,,,Capability; EndStep; Goal; HumanAgent; LLMAgent; LanguageModel; Prompt; StartStep; Task; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; contributesToGoal; hasAgentCapability; hasAgentGoal; hasAssociatedTask; hasCapability; hasWorkflowPattern; hasWorkflowStep; humanParticipatedIn; nextStep; performedBy; performedByAgent; relatedStep; requiresCapability; resourceUsage; taskPrompt; useLanguageModel,agentID; agentRole; promptInstruction; stepOrder
